arm,protocol,size,mode,rep,symbol,self_percent
lean,grpc,64,capacity,1,tokio::sync::mpsc::unbounded::UnboundedSender<T>::send,0.13
lean,grpc,64,capacity,1,<tokio::sync::batch_semaphore::Acquire as core::future::future::Future>::poll,0.13
lean,grpc,64,capacity,1,tokio::runtime::scheduler::current_thread::Context::run_task,0.13
lean,grpc,64,capacity,1,_rjem_je_sdallocx_default,0.13
lean,grpc,64,capacity,1,"<linkerd_http_classify::channel::BroadcastClassification<C,S> as tower_service::Service<http::request::Request<ReqB>>>::call",0.13
lean,grpc,64,capacity,1,<core::future::poll_fn::PollFn<F> as core::future::future::Future>::poll,0.12
lean,grpc,64,capacity,1,h2::frame::head::Head::encode,0.12
lean,grpc,64,capacity,1,"core::ptr::drop_in_place<core::result::Result<core::option::Option<h2::proto::streams::store::Key>,h2::proto::error::Error>>",0.12
lean,grpc,64,capacity,1,px_ack_queue_push,0.12
lean,grpc,64,capacity,1,drain::Watch::signaled::{{closure}},0.12
lean,grpc,64,capacity,1,core::ptr::drop_in_place<h2::frame::headers::Iter>,0.12
lean,grpc,64,capacity,1,px_unit_prepare,0.12
lean,grpc,64,capacity,1,0x00000000000004bc,0.12
lean,grpc,64,capacity,1,"<linkerd_app_outbound::http::logical::policy::route::Route<T,F,P> as core::clone::Clone>::clone",0.12
lean,grpc,64,capacity,1,"<linkerd_stack_tracing::Instrument<T,G,S> as core::ops::drop::Drop>::drop",0.12
lean,grpc,64,capacity,1,__GI___pthread_enable_asynccancel,0.12
lean,grpc,64,capacity,1,"<linkerd_http_classify::insert::InsertClassifyResponse<C,S> as tower_service::Service<http::request::Request<B>>>::call",0.12
lean,grpc,64,capacity,1,__arch_copy_from_user,0.12
lean,grpc,64,capacity,1,h2::share::RecvStream::poll_data,0.12
lean,grpc,64,capacity,1,dmesh_l7_release,0.12
lean,grpc,64,capacity,1,__aarch64_swp8_relax,0.12
lean,grpc,64,capacity,1,<tokio::sync::oneshot::Receiver<T> as core::future::future::Future>::poll,0.12
lean,grpc,64,capacity,1,linkerd_proxy_balance_queue::worker::Discovery<R>::discover::{{closure}},0.12
lean,grpc,64,capacity,1,mlx5dv_devx_get_event,0.12
lean,grpc,64,capacity,1,tokio::runtime::time::wheel::Wheel::remove,0.12
lean,grpc,64,capacity,1,"linkerd_http_metrics::requests::service::ResponseBody<B,C>::record_latency",0.12
lean,grpc,64,capacity,1,px_process_forward,0.12
lean,grpc,64,capacity,1,h2::client::SendRequest<B>::send_request,0.12
lean,grpc,64,capacity,1,__kernel_clock_gettime,0.12
lean,grpc,64,capacity,1,"<E as hyper::rt::bounds::h2_server::Http2ServerConnExec<F,B>>::execute_h2stream",0.12
lean,grpc,64,capacity,1,core::ptr::drop_in_place<[http::header::map::Bucket<http::header::value::HeaderValue>]>,0.12
lean,grpc,64,capacity,1,epoll_wait@plt,0.12
lean,grpc,64,capacity,1,"tokio::runtime::task::core::Core<T,S>::set_stage",0.12
lean,grpc,64,capacity,1,"tokio::runtime::task::harness::Harness<T,S>::complete",0.12
lean,grpc,64,capacity,1,tracing::instrument::_::<impl core::ops::drop::Drop for tracing::instrument::Instrumented<T>>::drop,0.12
lean,grpc,64,capacity,1,h2::proto::streams::stream::Stream::new,0.11
lean,grpc,64,capacity,1,__GI___libc_write,0.11
lean,grpc,64,capacity,1,linkerd_http_metrics::requests::service::measure_class,0.11
lean,grpc,64,capacity,1,_rjem_mallocx,0.11
lean,grpc,64,capacity,1,dmesh_l7_tx_batch_write,0.11
lean,grpc,64,capacity,1,"hashbrown::rustc_entry::<impl hashbrown::map::HashMap<K,V,S,A>>::rustc_entry",0.11
lean,grpc,64,capacity,1,h2::proto::streams::state::State::recv_close,0.11
lean,grpc,64,capacity,1,bytes::bytes_mut::shared_v_drop,0.11
lean,grpc,64,capacity,1,h2::proto::streams::streams::StreamRef<B>::send_trailers,0.11
lean,grpc,64,capacity,1,set_user_sigmask,0.11
lean,grpc,64,capacity,1,bytes::bytes_mut::BytesMut::split_to,0.11
lean,grpc,64,capacity,1,0x00000000000ae134,0.11
lean,grpc,64,capacity,1,px_l7_tx_commit,0.11
lean,grpc,64,capacity,1,h2::proto::streams::prioritize::Prioritize::pop_pending_open,0.11
lean,grpc,64,capacity,1,h2::hpack::encoder::encode_str,0.11
lean,grpc,64,capacity,1,tokio_util::sync::mpsc::make_acquire_future::{{closure}},0.11
lean,grpc,64,capacity,1,0x000000000001d81c,0.11
lean,grpc,64,capacity,1,l7_conn_segment,0.11
lean,grpc,64,capacity,1,priv_doca_ctx_on_arm,0.11
lean,grpc,64,capacity,1,<core::pin::Pin<P> as futures_core::stream::Stream>::poll_next,0.11
lean,grpc,64,capacity,1,"<linkerd_stack_tracing::Instrument<T,G,S> as tower_service::Service<Req>>::poll_ready",0.11
lean,grpc,64,capacity,1,<Q as hashbrown::Equivalent<K>>::equivalent,0.11
lean,grpc,64,capacity,1,linkerd_proxy_balance_queue::worker::PoolDriver<P>::call,0.11
lean,grpc,64,capacity,1,0x00000000000004d8,0.11
lean,grpc,64,capacity,1,_rjem_je_tcache_bin_flush_small,0.11
lean,grpc,64,capacity,1,h2::client::Peer::convert_send_message,0.11
lean,grpc,64,capacity,1,<S as futures_core::stream::TryStream>::try_poll_next,0.11
lean,grpc,64,capacity,1,<T as core::any::Any>::type_id,0.11
lean,grpc,64,capacity,1,h2::proto::streams::streams::Actions::reset_on_recv_stream_err,0.1
lean,grpc,64,capacity,1,tokio::sync::oneshot::Sender<T>::poll_closed,0.1
lean,grpc,64,capacity,1,core::ptr::drop_in_place<h2::hpack::header::Header>,0.1
lean,grpc,64,capacity,1,0x00000000000b03b4,0.1
lean,grpc,64,capacity,1,px_bind_worker,0.1
lean,grpc,64,capacity,1,linkerd_proxy_http::client_handle::ClientHandle::new::{{closure}},0.1
lean,grpc,64,capacity,1,px_rev_submit_copy.part.0,0.1
lean,grpc,64,capacity,1,0x0000000000014a84,0.1
lean,grpc,64,capacity,1,h2::proto::streams::recv::Recv::release_connection_capacity,0.1
lean,grpc,64,capacity,1,0x00000000000004ac,0.1
lean,grpc,64,capacity,1,0x00000000000b03bc,0.1
lean,grpc,64,capacity,1,_rjem_je_arena_cache_bin_fill_small,0.1
lean,grpc,64,capacity,1,h2::proto::streams::store::Store::find_entry,0.1
lean,grpc,64,capacity,1,<tokio::time::sleep::Sleep as core::future::future::Future>::poll,0.1
lean,grpc,64,capacity,1,px_unit_alloc,0.1
lean,grpc,64,capacity,1,http::extensions::Extensions::insert,0.1
